Date,Name,Year,Month,Day,Weekday,Types,IsObserved,Country,Locations,States
2022-06-19,International Day for the Elimination of Sexual Violence in Conflict,2022,6,19,Sun,United Nations observance,,United States,,
2022-06-19,"Father's Day",2022,6,19,Sun,Observance,,United States,,
2022-06-19,"Father's Day",2022,6,19,Sun,Local holiday,,United States,AZ,Arizona
2022-06-19,Juneteenth,2022,6,19,Sun,National holiday,,United States,,
2022-06-19,Juneteenth,2022,6,19,Sun,Local holiday,,United States,"AL, CO, IN, IA, KS, WY","Alabama,Colorado,Indiana,Iowa,Kansas,Wyoming"
2022-06-19,Juneteenth Day,2022,6,19,Sun,Local holiday,,United States,"AZ, FL, GA, HI, WI","Arizona,Florida,Georgia,Hawaii,Wisconsin"
2022-06-19,Juneteenth National Freedom Day,2022,6,19,Sun,Local holiday,,United States,IL,Illinois
2022-06-19,National Juneteenth Freedom Day,2022,6,19,Sun,Local holiday,,United States,KY (partly),Kentucky
2022-06-19,Juneteenth,2022,6,19,Sun,Local holiday,,United States,ME,Maine
2022-06-19,Juneteenth National Freedom Day,2022,6,19,Sun,Local holiday,,United States,MD,Maryland
2022-06-19,Juneteenth Independence Day,2022,6,19,Sun,Local holiday,,United States,MA,Massachusetts
2022-06-19,Juneteenth Freedom Day,2022,6,19,Sun,Local holiday,,United States,MS,Mississippi
2022-06-19,Emancipation Day,2022,6,19,Sun,Local holiday,,United States,MO,Missouri
2022-06-19,Juneteenth,2022,6,19,Sun,Local holiday,,United States,NE,Nebraska
2022-06-19,Juneteenth Day,2022,6,19,Sun,Local holiday,,United States,NV,Nevada
2022-06-19,Juneteenth,2022,6,19,Sun,Local holiday,,United States,NH,New Hampshire
2022-06-19,Juneteenth,2022,6,19,Sun,Local holiday,,United States,"NJ, NY, VA, WA","New Jersey,New York,Virginia,Washington"
2022-06-19,Juneteenth Freedom Day,2022,6,19,Sun,Local holiday,,United States,NM,New Mexico
2022-06-19,Juneteenth,2022,6,19,Sun,Local holiday,,United States,NC,North Carolina
2022-06-19,Juneteenth,2022,6,19,Sun,Local holiday,,United States,ND,North Dakota
2022-06-19,Juneteenth,2022,6,19,Sun,Local holiday,,United States,OH (partly),Ohio
2022-06-19,Juneteenth,2022,6,19,Sun,Local holiday,,United States,OR,Oregon
2022-06-19,Juneteenth National Freedom Day,2022,6,19,Sun,Local holiday,,United States,PA (partly),Pennsylvania
2022-06-19,Juneteenth Independence Day,2022,6,19,Sun,Observance,,United States,RI,Rhode Island
2022-06-19,Juneteenth Celebration of Freedom Day,2022,6,19,Sun,Local holiday,,United States,SC,South Carolina
2022-06-19,Juneteenth,2022,6,19,Sun,Observance,,United States,WV,West Virginia
2022-06-19,Emancipation Day,2022,6,19,Sun,Local holiday,,United States,TX,Texas
2022-06-20,World Refugee Day,2022,6,20,Mon,United Nations observance,,United States,,
2022-06-20,Juneteenth,2022,6,20,Mon,National holiday,1,United States,,
2022-06-20,National Juneteenth Freedom Day,2022,6,20,Mon,Local holiday,1,United States,KY (partly),Kentucky
2022-06-20,Juneteenth,2022,6,20,Mon,Local holiday,1,United States,ME,Maine
2022-06-20,Juneteenth,2022,6,20,Mon,Local holiday,1,United States,"NJ, NY, VA, WA","New Jersey,New York,Virginia,Washington"
2022-06-20,Juneteenth,2022,6,20,Mon,Local holiday,1,United States,OH (partly),Ohio
2022-06-20,Juneteenth National Freedom Day,2022,6,20,Mon,Local holiday,1,United States,PA (partly),Pennsylvania
2022-06-20,West Virginia Day,2022,6,20,Mon,Local holiday,,United States,WV,West Virginia
2022-06-20,American Eagle Day,2022,6,20,Mon,Observance,,United States,,
2022-06-21,International Day of Yoga,2022,6,21,Tue,United Nations observance,,United States,,
2022-06-21,International Day of the Celebration of the Solstice,2022,6,21,Tue,United Nations observance,,United States,,
2022-06-21,June Solstice,2022,6,21,Tue,Season,,United States,,
2022-06-23,Public Service Day,2022,6,23,Thu,United Nations observance,,United States,,
2022-06-23,"International Widows' Day",2022,6,23,Thu,United Nations observance,,United States,,
2022-06-25,Day of the Seafarer,2022,6,25,Sat,United Nations observance,,United States,,
2022-06-26,International Day Against Drug Abuse and Illicit Trafficking,2022,6,26,Sun,United Nations observance,,United States,,
2022-06-26,International Day in Support of Victims of Torture,2022,6,26,Sun,United Nations observance,,United States,,
2022-06-27,"Micro-, Small and Medium-sized Enterprises Day",2022,6,27,Mon,United Nations observance,,United States,,
2022-06-29,International Day of the Tropics,2022,6,29,Wed,United Nations observance,,United States,,
2022-06-30,International Asteroid Day,2022,6,30,Thu,United Nations observance,,United States,,
2022-06-30,International Day of Parliamentarism,2022,6,30,Thu,United Nations observance,,United States,,
2022-07-02,International Day of Cooperatives,2022,7,2,Sat,United Nations observance,,United States,,
2022-07-04,Independence Day,2022,7,4,Mon,National holiday,,United States,,
2022-07-04,Independence Day,2022,7,4,Mon,Local holiday,,United States,"AK, AL, AR, AZ","Alaska,Alabama,Arkansas,Arizona"
2022-07-04,Independence Day,2022,7,4,Mon,Local holiday,,United States,CA,California
2022-07-10,Eid al-Adha,2022,7,10,Sun,Muslim,,United States,,
2022-07-11,World Population Day,2022,7,11,Mon,United Nations observance,,United States,,
2022-07-13,Nathan Bedford Forrest Day,2022,7,13,Wed,Local observance,,United States,TN,Tennessee
2022-07-14,Bastille Day,2022,7,14,Thu,Observance,,United States,,
2022-07-15,World Youth Skills Day,2022,7,15,Fri,United Nations observance,,United States,,
2022-07-16,Rural Transit Day,2022,7,16,Sat,Observance,,United States,,
2022-07-18,Nelson Mandela Day,2022,7,18,Mon,United Nations observance,,United States,,
2022-07-20,World Chess Day,2022,7,20,Wed,United Nations observance,,United States,,
2022-07-24,Pioneer Day,2022,7,24,Sun,Local holiday,,United States,UT,Utah
2022-07-24,"Parents' Day",2022,7,24,Sun,Observance,,United States,,
2022-07-25,World Drowning Prevention Day,2022,7,25,Mon,United Nations observance,,United States,,
2022-07-25,Pioneer Day,2022,7,25,Mon,Local holiday,1,United States,UT,Utah
2022-07-27,Korean War Veteran Recognition Day,2022,7,27,Wed,Local observance,,United States,WV,West Virginia
2022-07-27,National Korean War Veterans Armistice Day,2022,7,27,Wed,Observance,,United States,,
2022-07-28,World Hepatitis Day,2022,7,28,Thu,United Nations observance,,United States,,
2022-07-30,Muharram,2022,7,30,Sat,Muslim,,United States,,
2022-07-30,International Day of Friendship,2022,7,30,Sat,United Nations observance,,United States,,
2022-07-30,World Day against Trafficking in Persons,2022,7,30,Sat,United Nations observance,,United States,,
2022-08-01,Colorado Day,2022,8,1,Mon,Local observance,,United States,CO,Colorado
2022-08-04,Coast Guard Birthday,2022,8,4,Thu,Observance,,United States,,
2022-08-04,Barack Obama Day,2022,8,4,Thu,Observance,,United States,IL,Illinois
2022-08-07,"Tisha B'Av",2022,8,7,Sun,Hebrew,,United States,,
2022-08-07,American Family Day,2022,8,7,Sun,Local holiday,,United States,AZ,Arizona
2022-08-07,Purple Heart Day,2022,8,7,Sun,Local observance,,United States,WV,West Virginia
2022-08-07,Purple Heart Day,2022,8,7,Sun,Observance,,United States,,
2022-08-07,Purple Heart Day,2022,8,7,Sun,Local observance,,United States,WY,Wyoming
2022-08-08,Ashura,2022,8,8,Mon,Muslim,,United States,,
2022-08-08,Victory Day,2022,8,8,Mon,Local holiday,,United States,RI,Rhode Island
2022-08-09,"International Day of the World's Indigenous People",2022,8,9,Tue,United Nations observance,,United States,,
2022-08-11,Raksha Bandhan,2022,8,11,Thu,Hinduism,,United States,,
2022-08-12,International Youth Day,2022,8,12,Fri,United Nations observance,,United States,,
2022-08-14,National Navajo Code Talkers Day,2022,8,14,Sun,Local holiday,,United States,AZ,Arizona
2022-08-15,Assumption of Mary,2022,8,15,Mon,Christian,,United States,,
2022-08-16,Bennington Battle Day,2022,8,16,Tue,Local holiday,,United States,VT,Vermont
2022-08-19,World Humanitarian Day,2022,8,19,Fri,United Nations observance,,United States,,
2022-08-19,Hawaii Statehood Day,2022,8,19,Fri,Local holiday,,United States,HI,Hawaii
2022-08-19,National Aviation Day,2022,8,19,Fri,Observance,,United States,,
2022-08-21,International Day of Remembrance of and Tribute to the Victims of Terrorism,2022,8,21,Sun,United Nations observance,,United States,,
2022-08-21,National Senior Citizens Day,2022,8,21,Sun,Observance,,United States,,
2022-08-22,International Day Commemorating the Victims of Acts of Violence Based on Religion or Belief,2022,8,22,Mon,United Nations observance,,United States,,
2022-08-23,International Day for the Remembrance of the Slave Trade and its Abolition,2022,8,23,Tue,United Nations observance,,United States,,
2022-08-26,"Susan B. Anthony's Birthday",2022,8,26,Fri,Local observance,,United States,MA,Massachusetts
2022-08-26,"Women's Equality Day",2022,8,26,Fri,Observance,,United States,,
2022-08-27,Lyndon Baines Johnson Day,2022,8,27,Sat,Local holiday,,United States,TX,Texas
2022-08-29,International Day against Nuclear Tests,2022,8,29,Mon,United Nations observance,,United States,,
2022-08-30,Ganesh Chaturthi,2022,8,30,Tue,Hinduism,,United States,,
2022-08-30,International Day of the Victims of Enforced Disappearances,2022,8,30,Tue,United Nations observance,,United States,,
2022-08-31,International Day for People of African Descent,2022,8,31,Wed,United Nations observance,,United States,,
2022-08-31,International Overdose Awareness Day,2022,8,31,Wed,Worldwide observance,,United States,,
2022-09-04,World Sexual Health Day,2022,9,4,Sun,Worldwide observance,,United States,,
2022-09-05,International Day of Charity,2022,9,5,Mon,United Nations observance,,United States,,
2022-09-05,Labor Day,2022,9,5,Mon,Local holiday,,United States,,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Massachusetts,Maine,Maryland,Michigan,Minnesota,Missouri,Mississippi,Montana,Nebraska,New Hampshire,Nevada,New Jersey,New Mexico,North Carolina,New York,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wyoming,Wisconsin"
2022-09-05,Labor Day,2022,9,5,Mon,National holiday,,United States,,
2022-09-07,International Day of Clean Air for Blue Skies,2022,9,7,Wed,United Nations observance,,United States,,
2022-09-08,International Literacy Day,2022,9,8,Thu,United Nations observance,,United States,,
2022-09-09,International Day to Protect Education from Attack,2022,9,9,Fri,United Nations observance,,United States,,
2022-09-09,California Admission Day,2022,9,9,Fri,Local holiday,,United States,CA (partly),California
2022-09-10,World Suicide Prevention Day,2022,9,10,Sat,Worldwide observance,,United States,,
2022-09-10,Carl Garner Federal Lands Cleanup Day,2022,9,10,Sat,Observance,,United States,,
2022-09-10,Native American Day,2022,9,10,Sat,Local holiday,,United States,DE,Delaware
2022-09-11,First Responders Day,2022,9,11,Sun,Observance,,United States,NC,North Carolina
2022-09-11,Patriot Day,2022,9,11,Sun,Local holiday,,United States,AK,Alaska
2022-09-11,Patriot Day,2022,9,11,Sun,Observance,,United States,,
2022-09-11,National Grandparents Day,2022,9,11,Sun,Observance,,United States,,
2022-09-11,Constitution Commemoration Day,2022,9,11,Sun,Local holiday,,United States,AZ,Arizona
2022-09-12,International Day for South-South Cooperation,2022,9,12,Mon,United Nations observance,,United States,,
2022-09-13,"International Programmers' Day",2022,9,13,Tue,Worldwide observance,,United States,,
2022-09-15,International Day of Democracy,2022,9,15,Thu,United Nations observance,,United States,,
2022-09-16,International Day for the Preservation of the Ozone Layer,2022,9,16,Fri,United Nations observance,,United States,,
2022-09-16,Constitution Day and Citizenship Day,2022,9,16,Fri,Observance,1,United States,,
2022-09-16,National POW/MIA Recognition Day,2022,9,16,Fri,Observance,,United States,,
2022-09-17,World Patient Safety Day,2022,9,17,Sat,United Nations observance,,United States,,
2022-09-17,"Still's Disease Awareness Day",2022,9,17,Sat,Worldwide observance,,United States,,
2022-09-17,Constitution Day and Citizenship Day,2022,9,17,Sat,Observance,,United States,,
2022-09-17,National CleanUp Day,2022,9,17,Sat,Observance,,United States,,
2022-09-18,International Equal Pay Day,2022,9,18,Sun,United Nations observance,,United States,,
2022-09-18,Air Force Birthday,2022,9,18,Sun,Observance,,United States,,
2022-09-21,International Day of Peace,2022,9,21,Wed,United Nations observance,,United States,,
2022-09-22,World Maritime Day,2022,9,22,Thu,United Nations observance,,United States,,
2022-09-22,Emancipation Day,2022,9,22,Thu,Local observance,,United States,OH,Ohio
2022-09-23,International Day of Sign Languages,2022,9,23,Fri,United Nations observance,,United States,,
2022-09-23,International Celebrate Bisexuality Day,2022,9,23,Fri,Worldwide observance,,United States,,
2022-09-23,Native American Day,2022,9,23,Fri,Local holiday,,United States,NV,Nevada
2022-09-23,Native American Day,2022,9,23,Fri,Local holiday,,United States,CA,California
2022-09-23,Michigan Indian Day,2022,9,23,Fri,Local holiday,,United States,MI,Michigan
2022-09-23,September Equinox,2022,9,22,Fri,Season,,United States,,
2022-09-24,Public Lands Day,2022,9,24,Sat,Local observance,,United States,WY,Wyoming
2022-09-24,National Public Lands Day,2022,9,24,Sat,Observance,,United States,,
2022-09-25,"Gold Star Mother's Day",2022,9,25,Sun,Observance,,United States,,
2022-09-26,Navratri,2022,9,26,Mon,Hinduism,,United States,,
2022-09-26,Rosh Hashana,2022,9,26,Mon,Hebrew,,United States,,
2022-09-26,International Day for the Total Elimination of Nuclear Weapons,2022,9,26,Mon,United Nations observance,,United States,,
2022-09-26,American Indian Day,2022,9,26,Mon,Local holiday,,United States,TN,Tennessee
2022-09-26,Rosh Hashana,2022,9,26,Mon,Local holiday,,United States,TX (optional),Texas
2022-09-27,World Tourism Day,2022,9,27,Tue,United Nations observance,,United States,,
2022-09-28,International Day for Universal Access to Information,2022,9,28,Wed,United Nations observance,,United States,,
2022-09-28,World Rabies Day,2022,9,28,Wed,Worldwide observance,,United States,,
2022-09-29,International Day of Awareness of Food Loss and Waste,2022,9,29,Thu,United Nations observance,,United States,,
2022-09-29,World Heart Day,2022,9,29,Thu,Worldwide observance,,United States,,
2022-09-30,International Translation Day,2022,9,30,Fri,United Nations observance,,United States,,
2022-09-30,American Indian Heritage Day,2022,9,30,Fri,Local holiday,,United States,MT,Montana
2022-09-30,American Indian Heritage Day,2022,9,30,Fri,Local holiday,,United States,TX,Texas
2022-10-01,International Day of Older Persons,2022,10,1,Sat,United Nations observance,,United States,,
2022-10-01,World Vegetarian Day,2022,10,1,Sat,Worldwide observance,,United States,,
2022-10-02,International Day of Non-Violence,2022,10,2,Sun,United Nations observance,,United States,,
2022-10-03,World Habitat Day,2022,10,3,Mon,United Nations observance,,United States,,
2022-10-03,Frances Xavier Cabrini Day,2022,10,3,Mon,Local holiday,,United States,CO,Colorado
2022-10-03,Child Health Day,2022,10,3,Mon,Observance,,United States,,
2022-10-04,Feast of St Francis of Assisi,2022,10,4,Tue,Christian,,United States,,
2022-10-04,Dussehra,2022,10,4,Tue,Hinduism,,United States,,
2022-10-05,Yom Kippur,2022,10,5,Wed,Hebrew,,United States,,
2022-10-05,"World Teachers' Day",2022,10,5,Wed,United Nations observance,,United States,,
2022-10-05,Yom Kippur,2022,10,5,Wed,Local holiday,,United States,TX (optional),Texas
2022-10-06,World Cerebral Palsy Day,2022,10,6,Thu,Worldwide observance,,United States,,
2022-10-08,"The Prophet's Birthday",2022,10,8,Sat,Muslim,,United States,,
2022-10-08,"Robert E. Lee's Birthday",2022,10,8,Sat,Local observance,,United States,AR,Arkansas
2022-10-09,World Post Day,2022,10,9,Sun,United Nations observance,,United States,,
2022-10-09,Leif Erikson Day,2022,10,9,Sun,Local observance,,United States,CO,Colorado
2022-10-09,Leif Erikson Day,2022,10,9,Sun,Observance,,United States,,
2022-10-10,First Day of Sukkot,2022,10,10,Mon,Hebrew,,United States,,
2022-10-10,World Mental Health Day,2022,10,10,Mon,United Nations observance,,United States,,
2022-10-10,Columbus Day,2022,10,10,Mon,Local holiday,,United States,22 states,"Alabama,Arizona,Connecticut,Georgia,Idaho,Illinois,Indiana,Kansas,Massachusetts,Maryland,Minnesota,Missouri,Montana,Nebraska,New Jersey,New York,Ohio,Pennsylvania,Rhode Island,Utah,Virginia,West Virginia"
2022-10-10,Columbus Day,2022,10,10,Mon,Local holiday,,United States,TN,Tennessee
2022-10-10,Columbus Day,2022,10,10,Mon,National holiday,,United States,,
2022-10-10,Fraternal Day,2022,10,10,Mon,Local holiday,,United States,AL,Alabama
2022-10-10,Yorktown Victory Day,2022,10,10,Mon,Local holiday,,United States,VA,Virginia
2022-10-10,Discoverers’ Day,2022,10,10,Mon,Local holiday,,United States,HI,Hawaii
2022-10-10,Native American Day,2022,10,10,Mon,Local holiday,,United States,SD,South Dakota
2022-10-10,Native American Day,2022,10,10,Mon,Local holiday,,United States,OK,Oklahoma
2022-10-10,"Indigenous People's Day",2022,10,10,Mon,Local holiday,,United States,"DC, ME, NE, NM","District of Columbia,Maine,Nebraska,New Mexico"
2022-10-10,"Indigenous People's Day",2022,10,10,Mon,Local holiday,,United States,28 states,"Alaska,Arizona,Colorado,Iowa,Indiana,Kansas,Kentucky,Massachusetts,Maryland,Montana,Nevada,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin"
2022-10-10,"Indigenous People's Day",2022,10,10,Mon,Local holiday,,United States,"MI, MN","Michigan,Minnesota"
2022-10-10,American Indian Heritage Day,2022,10,10,Mon,Local holiday,,United States,AL,Alabama
2022-10-11,International Day of the Girl Child,2022,10,11,Tue,United Nations observance,,United States,,
2022-10-11,Casimir Pulaski Day,2022,10,11,Tue,Local observance,,United States,MI,Michigan
2022-10-11,Casimir Pulaski Day,2022,10,11,Tue,Local observance,,United States,MI,Michigan
2022-10-11,Casimir Pulaski Day,2022,10,11,Tue,Local observance,,United States,RI,Rhode Island
2022-10-11,Anniversary of Death of General Pulaski,2022,10,11,Tue,Local observance,,United States,MA,Massachusetts
2022-10-12,International Day for Natural Disaster Reduction,2022,10,12,Wed,United Nations observance,,United States,,
2022-10-12,World Spanish Language Day,2022,10,12,Wed,United Nations observance,,United States,,
2022-10-13,World Sight Day,2022,10,13,Thu,Worldwide observance,,United States,,
2022-10-13,Navy Birthday,2022,10,13,Thu,Observance,,United States,,
2022-10-15,International Day of Rural Women,2022,10,15,Sat,United Nations observance,,United States,,
2022-10-15,White Cane Safety Day,2022,10,15,Sat,Observance,,United States,,
2022-10-15,Sweetest Day,2022,10,15,Sat,Observance,,United States,13 states,"Illinois,Indiana,Kentucky,Michigan,Missouri,North Dakota,Ohio,South Dakota,Wisconsin,West Virginia,Washington,New York,Pennsylvania"
2022-10-16,Last Day of Sukkot,2022,10,16,Sun,Hebrew,,United States,,
2022-10-16,World Food Day,2022,10,16,Sun,United Nations observance,,United States,,
2022-10-17,Shmini Atzeret,2022,10,17,Mon,Hebrew,,United States,,
2022-10-17,International Day for the Eradication of Poverty,2022,10,17,Mon,United Nations observance,,United States,,
2022-10-17,"Boss's Day",2022,10,17,Mon,Observance,,United States,,
2022-10-18,Simchat Torah,2022,10,18,Tue,Hebrew,,United States,,
2022-10-18,Alaska Day,2022,10,18,Tue,Local holiday,,United States,AK,Alaska
2022-10-24,Diwali/Deepavali,2022,10,24,Mon,Hinduism,,United States,,
2022-10-24,United Nations Day,2022,10,24,Mon,United Nations observance,,United States,,
2022-10-24,World Development Information Day,2022,10,24,Mon,United Nations observance,,United States,,
2022-10-27,World Day for Audiovisual Heritage,2022,10,27,Thu,United Nations observance,,United States,,
2022-10-28,Nevada Day,2022,10,28,Fri,Local holiday,,United States,NV,Nevada
2022-10-29,World Stroke Day,2022,10,29,Sat,Worldwide observance,,United States,,
2022-10-31,World Cities Day,2022,10,31,Mon,United Nations observance,,United States,,
2022-10-31,Halloween,2022,10,31,Mon,Observance,,United States,,
2022-11-01,"All Saints' Day",2022,11,1,Tue,Christian,,United States,,
2022-11-01,World Vegan Day,2022,11,1,Tue,Worldwide observance,,United States,,
2022-11-01,First Day of Native American Heritage Month,2022,11,1,Tue,Observance,,United States,,
2022-11-02,"All Souls' Day",2022,11,2,Wed,Christian,,United States,,
2022-11-02,International Day to End Impunity for Crimes against Journalists,2022,11,2,Wed,United Nations observance,,United States,,
2022-11-05,World Tsunami Awareness Day,2022,11,5,Sat,United Nations observance,,United States,,
2022-11-06,International Day for Preventing the Exploitation of the Environment in War and Armed Conflict,2022,11,6,Sun,United Nations observance,,United States,,
2022-11-06,New York City Marathon,2022,11,6,Sun,Sporting event,,United States,,
2022-11-06,Daylight Saving Time ends,2022,11,6,Sun,Clock change/Daylight Saving Time,,United States,,
2022-11-08,Election Day,2022,11,8,Tue,Observance,,United States,,
2022-11-08,Election Day,2022,11,8,Tue,Local holiday,,United States,"HI, DE, IL, IN, MI, MT, WV, MD, NJ, NY, RI","Hawaii,Delaware,Illinois,Indiana,Michigan,Montana,West Virginia,Maryland,New Jersey,New York,Rhode Island"
2022-11-08,Election Day,2022,11,8,Tue,Local holiday,,United States,VA,Virginia
2022-11-08,Election Day,2022,11,8,Tue,Local holiday,,United States,NJ,New Jersey
2022-11-08,"Susan B. Anthony's Birthday",2022,11,8,Tue,Local observance,,United States,WV,West Virginia
2022-11-10,World Science Day for Peace and Development,2022,11,10,Thu,United Nations observance,,United States,,
2022-11-10,Marine Corps Birthday,2022,11,10,Thu,Observance,,United States,,
2022-11-10,Return Day,2022,11,10,Thu,Local holiday,,United States,DE (partly),Delaware
2022-11-11,Veterans Day,2022,11,11,Fri,National holiday,,United States,,
2022-11-11,Veterans Day,2022,11,11,Fri,Local holiday,,United States,"MS, NY, WI","Mississippi,New York,Wisconsin"
2022-11-11,Veterans Day,2022,11,11,Fri,Local holiday,,United States,"All except MA, MS, NY, RI, TX, WI, WY","Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Maine,Michigan,Minnesota,Missouri,Montana,Nebraska,Nevada,New Jersey,New Hampshire,New Mexico,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,South Dakota,Tennessee,Utah,Vermont,Virginia,Washington,West Virginia"
2022-11-11,"Veterans' Day/Armistice Day",2022,11,11,Fri,Local holiday,,United States,MS,Mississippi
2022-11-11,"Veterans' Day/Armistice Day",2022,11,11,Fri,Local holiday,,United States,RI,Rhode Island
2022-11-11,"Veterans' Day/Armistice Day",2022,11,11,Fri,Local holiday,,United States,TX,Texas
2022-11-12,World Pneumonia Day,2022,11,12,Sat,Worldwide observance,,United States,,
2022-11-14,World Diabetes Day,2022,11,14,Mon,United Nations observance,,United States,,
2022-11-14,Barack Obama Day,2022,11,14,Mon,Local observance,,United States,AL (community),Alabama
2022-11-16,International Day for Tolerance,2022,11,16,Wed,United Nations observance,,United States,,
2022-11-17,World Philosophy Day,2022,11,17,Thu,United Nations observance,,United States,,
2022-11-17,World Prematurity Day,2022,11,17,Thu,Worldwide observance,,United States,,
2022-11-19,World Toilet Day,2022,11,19,Sat,United Nations observance,,United States,,
2022-11-19,"International Men's Day",2022,11,19,Sat,Worldwide observance,,United States,,
2022-11-19,George Rogers Clark Day,2022,11,19,Sat,Local observance,,United States,OH,Ohio
2022-11-20,World Day of Remembrance for Road Traffic Victims,2022,11,20,Sun,United Nations observance,,United States,,
2022-11-20,"Universal Children's Day",2022,11,20,Sun,United Nations observance,,United States,,
2022-11-20,Africa Industrialization Day,2022,11,20,Sun,United Nations observance,,United States,,
2022-11-21,World Television Day,2022,11,21,Mon,United Nations observance,,United States,,
2022-11-24,Thanksgiving Day,2022,11,24,Thu,Local holiday,,United States,,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Massachusetts,Maine,Maryland,Michigan,Minnesota,Missouri,Mississippi,Montana,Nebraska,New Hampshire,Nevada,New Jersey,New Mexico,North Carolina,New York,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wyoming,Wisconsin"
2022-11-24,Thanksgiving Day,2022,11,24,Thu,National holiday,,United States,,
2022-11-25,International Day for the Elimination of Violence against Women,2022,11,25,Fri,United Nations observance,,United States,,
2022-11-25,State Holiday,2022,11,25,Fri,Local holiday,,United States,GA,Georgia
2022-11-25,"Presidents' Day",2022,11,25,Fri,Local holiday,,United States,NM,New Mexico
2022-11-25,"Lincoln's Birthday/Lincoln's Day",2022,11,25,Fri,Local holiday,,United States,IN,Indiana
2022-11-25,Day After Thanksgiving,2022,11,25,Fri,Local holiday,,United States,WV,West Virginia
2022-11-25,Day After Thanksgiving,2022,11,25,Fri,Local holiday,,United States,19 states,"California,Delaware,Florida,Illinois,Iowa,Kansas,Kentucky,Maine,Michigan,Minnesota,North Carolina,Nebraska,New Hampshire,Oklahoma,Pennsylvania,South Carolina,Tennessee,Texas,Virginia"
2022-11-25,Family Day,2022,11,25,Fri,Local holiday,,United States,NV,Nevada
2022-11-25,Acadian Day,2022,11,25,Fri,Local holiday,,United States,LA,Louisiana
2022-11-25,Black Friday,2022,11,25,Fri,Observance,,United States,,
2022-11-25,American Indian Heritage Day,2022,11,25,Fri,Local holiday,,United States,MD,Maryland
2022-11-25,Native American Heritage Day,2022,11,25,Fri,Local holiday,,United States,WA,Washington
2022-11-25,Native American Heritage Day,2022,11,25,Fri,Observance,,United States,,
2022-11-27,First Sunday of Advent,2022,11,27,Sun,Christian,,United States,,
2022-11-28,Cyber Monday,2022,11,28,Mon,Observance,,United States,,
2022-11-29,International Day of Solidarity with the Palestinian People,2022,11,29,Tue,United Nations observance,,United States,,
2022-11-29,"Nellie Tayloe Ross's Birthday",2022,11,29,Tue,Local observance,,United States,WY,Wyoming
2022-11-30,Day of Remembrance for all Victims of Chemical Warfare,2022,11,30,Wed,United Nations observance,,United States,,
2022-12-01,World AIDS Day,2022,12,1,Thu,United Nations observance,,United States,,
2022-12-01,Rosa Parks Day,2022,12,1,Thu,Local holiday,,United States,AL,Alabama
2022-12-01,Rosa Parks Day,2022,12,1,Thu,Local observance,,United States,OH,Ohio
2022-12-01,Rosa Parks Day,2022,12,1,Thu,Local observance,,United States,OR,Oregon
2022-12-02,International Day for the Abolition of Slavery,2022,12,2,Fri,United Nations observance,,United States,,
2022-12-03,International Day of Persons with Disabilities,2022,12,3,Sat,United Nations observance,,United States,,
2022-12-04,International Day of Banks,2022,12,4,Sun,United Nations observance,,United States,,
2022-12-05,International Volunteer Day for Economic and Social Development,2022,12,5,Mon,United Nations observance,,United States,,
2022-12-05,World Soil Day,2022,12,5,Mon,United Nations observance,,United States,,
2022-12-06,St Nicholas Day,2022,12,6,Tue,Observance,,United States,,
2022-12-07,International Civil Aviation Day,2022,12,7,Wed,United Nations observance,,United States,,
2022-12-07,Pearl Harbor Remembrance Day,2022,12,7,Wed,Local observance,,United States,AK,Alaska
2022-12-07,Pearl Harbor Remembrance Day,2022,12,7,Wed,Observance,,United States,,
2022-12-07,Pearl Harbor Remembrance Day,2022,12,7,Wed,Local observance,,United States,WY,Wyoming
2022-12-07,Delaware Day,2022,12,7,Wed,Local observance,,United States,DE,Delaware
2022-12-08,Feast of the Immaculate Conception,2022,12,8,Thu,Christian,,United States,,
2022-12-09,International Anti-Corruption Day,2022,12,9,Fri,United Nations observance,,United States,,
2022-12-09,World Genocide Commemoration Day,2022,12,9,Fri,United Nations observance,,United States,,
2022-12-10,Human Rights Day,2022,12,10,Sat,United Nations observance,,United States,,
2022-12-10,Wyoming Day,2022,12,10,Sat,Local observance,,United States,WY,Wyoming
