Date,Name,Year,Month,Day,Weekday,Types,IsObserved,Country,Locations,States
2023-08-16,Bennington Battle Day,2023,8,16,Wed,Local holiday,,United States,VT,Vermont
2023-08-18,Hawaii Statehood Day,2023,8,18,Fri,Local holiday,,United States,HI,Hawaii
2023-08-19,World Humanitarian Day,2023,8,19,Sat,United Nations observance,,United States,,
2023-08-19,National Aviation Day,2023,8,19,Sat,Observance,,United States,,
2023-08-20,National Navajo Code Talkers Day,2023,8,20,Sun,Local holiday,,United States,AZ,Arizona
2023-08-20,National Senior Citizens Day,2023,8,20,Sun,Observance,,United States,,
2023-08-21,International Day of Remembrance of and Tribute to the Victims of Terrorism,2023,8,21,Mon,United Nations observance,,United States,,
2023-08-22,International Day Commemorating the Victims of Acts of Violence Based on Religion or Belief,2023,8,22,Tue,United Nations observance,,United States,,
2023-08-23,International Day for the Remembrance of the Slave Trade and its Abolition,2023,8,23,Wed,United Nations observance,,United States,,
2023-08-26,Susan B. Anthony Day,2023,8,26,Sat,Local observance,,United States,MA,Massachusetts
2023-08-26,"Women's Equality Day",2023,8,26,Sat,Observance,,United States,,
2023-08-27,Lyndon Baines Johnson Day,2023,8,27,Sun,Local holiday,,United States,TX,Texas
2023-08-29,International Day against Nuclear Tests,2023,8,29,Tue,United Nations observance,,United States,,
2023-08-30,Raksha Bandhan,2023,8,30,Wed,Hinduism,,United States,,
2023-08-30,International Day of the Victims of Enforced Disappearances,2023,8,30,Wed,United Nations observance,,United States,,
2023-08-31,International Day for People of African Descent,2023,8,31,Thu,United Nations observance,,United States,,
2023-08-31,International Overdose Awareness Day,2023,8,31,Thu,Worldwide observance,,United States,,
2023-09-04,World Sexual Health Day,2023,9,4,Mon,Worldwide observance,,United States,,
2023-09-04,Labor Day,2023,9,4,Mon,National holiday,,United States,,
2023-09-04,Labor Day,2023,9,4,Mon,Local holiday,,United States,,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Massachusetts,Maine,Maryland,Michigan,Minnesota,Missouri,Mississippi,Montana,Nebraska,New Hampshire,Nevada,New Jersey,New Mexico,North Carolina,New York,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wyoming,Wisconsin"
2023-09-05,International Day of Charity,2023,9,5,Tue,United Nations observance,,United States,,
2023-09-07,International Day of Clean Air for Blue Skies,2023,9,7,Thu,United Nations observance,,United States,,
2023-09-07,"Still's Disease Awareness Day",2023,9,7,Thu,Worldwide observance,,United States,,
2023-09-08,International Literacy Day,2023,9,8,Fri,United Nations observance,,United States,,
2023-09-09,International Day to Protect Education from Attack,2023,9,9,Sat,United Nations observance,,United States,,
2023-09-09,Carl Garner Federal Lands Cleanup Day,2023,9,9,Sat,Observance,,United States,,
2023-09-09,Native American Day,2023,9,9,Sat,Local holiday,,United States,DE,Delaware
2023-09-09,California Admission Day,2023,9,9,Sat,Local holiday,,United States,CA (partly),California
2023-09-10,World Suicide Prevention Day,2023,9,10,Sun,Worldwide observance,,United States,,
2023-09-10,National Grandparents Day,2023,9,10,Sun,Observance,,United States,,
2023-09-11,First Responders Day,2023,9,11,Mon,Observance,,United States,NC,North Carolina
2023-09-11,Patriot Day,2023,9,11,Mon,Observance,,United States,,
2023-09-11,Patriot Day,2023,9,11,Mon,Local holiday,,United States,AK,Alaska
2023-09-12,International Day for South-South Cooperation,2023,9,12,Tue,United Nations observance,,United States,,
2023-09-13,"International Programmers' Day",2023,9,13,Wed,Worldwide observance,,United States,,
2023-09-15,International Day of Democracy,2023,9,15,Fri,United Nations observance,,United States,,
2023-09-15,First Day of National Hispanic Heritage Month,2023,9,15,Fri,Observance,,United States,,
2023-09-15,National POW/MIA Recognition Day,2023,9,15,Fri,Observance,,United States,,
2023-09-16,Rosh Hashana,2023,9,16,Sat,Hebrew,,United States,,
2023-09-16,International Day for the Preservation of the Ozone Layer,2023,9,16,Sat,United Nations observance,,United States,,
2023-09-16,Rosh Hashana,2023,9,16,Sat,Local holiday,,United States,TX (optional),Texas
2023-09-17,World Patient Safety Day,2023,9,17,Sun,United Nations observance,,United States,,
2023-09-17,Constitution Day and Citizenship Day,2023,9,17,Sun,Observance,,United States,,
2023-09-17,Constitution Commemoration Day,2023,9,17,Sun,Local holiday,,United States,AZ,Arizona
2023-09-18,Ganesh Chaturthi,2023,9,18,Mon,Hinduism,,United States,,
2023-09-18,International Equal Pay Day,2023,9,18,Mon,United Nations observance,,United States,,
2023-09-18,Air Force Birthday,2023,9,18,Mon,Observance,,United States,,
2023-09-18,Constitution Day and Citizenship Day,2023,9,18,Mon,Observance,1,United States,,
2023-09-21,International Day of Peace,2023,9,21,Thu,United Nations observance,,United States,,
2023-09-22,Emancipation Day,2023,9,22,Fri,Local observance,,United States,OH,Ohio
2023-09-22,Native American Day,2023,9,22,Fri,Local holiday,,United States,CA,California
2023-09-22,Native American Day,2023,9,22,Fri,Local holiday,,United States,NV,Nevada
2023-09-22,Michigan Indian Day,2023,9,22,Fri,Local holiday,,United States,MI,Michigan
2023-09-23,International Day of Sign Languages,2023,9,23,Sat,United Nations observance,,United States,,
2023-09-23,International Celebrate Bisexuality Day,2023,9,23,Sat,Worldwide observance,,United States,,
2023-09-23,Public Lands Day,2023,9,23,Sat,Local observance,,United States,WY,Wyoming
2023-09-23,National Public Lands Day,2023,9,23,Sat,Observance,,United States,,
2023-09-23,September Equinox,2023,9,23,Sat,Season,,United States,,
2023-09-24,"Gold Star Mother's Day",2023,9,24,Sun,Observance,,United States,,
2023-09-25,Yom Kippur,2023,9,25,Mon,Hebrew,,United States,,
2023-09-25,American Indian Day,2023,9,25,Mon,Local holiday,,United States,TN,Tennessee
2023-09-25,Yom Kippur,2023,9,25,Mon,Local holiday,,United States,TX (optional),Texas
2023-09-26,International Day for the Total Elimination of Nuclear Weapons,2023,9,26,Tue,United Nations observance,,United States,,
2023-09-27,"The Prophet's Birthday",2023,9,27,Wed,Muslim,,United States,,
2023-09-27,World Tourism Day,2023,9,27,Wed,United Nations observance,,United States,,
2023-09-28,World Maritime Day,2023,9,28,Thu,United Nations observance,,United States,,
2023-09-28,International Day for Universal Access to Information,2023,9,28,Thu,United Nations observance,,United States,,
2023-09-28,World Rabies Day,2023,9,28,Thu,Worldwide observance,,United States,,
2023-09-29,International Day of Awareness of Food Loss and Waste,2023,9,29,Fri,United Nations observance,,United States,,
2023-09-29,World Heart Day,2023,9,29,Fri,Worldwide observance,,United States,,
2023-09-29,American Indian Heritage Day,2023,9,29,Fri,Local holiday,,United States,MT,Montana
2023-09-29,American Indian Heritage Day,2023,9,29,Fri,Local holiday,,United States,TX,Texas
2023-09-30,First Day of Sukkot,2023,9,30,Sat,Hebrew,,United States,,
2023-09-30,International Translation Day,2023,9,30,Sat,United Nations observance,,United States,,
2023-10-01,International Day of Older Persons,2023,10,1,Sun,United Nations observance,,United States,,
2023-10-01,World Vegetarian Day,2023,10,1,Sun,Worldwide observance,,United States,,
2023-10-02,World Habitat Day,2023,10,2,Mon,United Nations observance,,United States,,
2023-10-02,International Day of Non-Violence,2023,10,2,Mon,United Nations observance,,United States,,
2023-10-02,Frances Xavier Cabrini Day,2023,10,2,Mon,Local holiday,,United States,CO,Colorado
2023-10-02,Child Health Day,2023,10,2,Mon,Observance,,United States,,
2023-10-04,Feast of St Francis of Assisi,2023,10,4,Wed,Christian,,United States,,
2023-10-05,"World Teachers' Day",2023,10,5,Thu,United Nations observance,,United States,,
2023-10-06,Last Day of Sukkot,2023,10,6,Fri,Hebrew,,United States,,
2023-10-06,World Cerebral Palsy Day,2023,10,6,Fri,Worldwide observance,,United States,,
2023-10-06,German American Day,2023,10,6,Fri,Observance,,United States,,
2023-10-07,Shmini Atzeret,2023,10,7,Sat,Hebrew,,United States,,
2023-10-08,Simchat Torah,2023,10,8,Sun,Hebrew,,United States,,
2023-10-08,Chicago Marathon,2023,10,8,Sun,Sporting event,,United States,,
2023-10-09,World Post Day,2023,10,9,Mon,United Nations observance,,United States,,
2023-10-09,Leif Erikson Day,2023,10,9,Mon,Observance,,United States,,
2023-10-09,Leif Erikson Day,2023,10,9,Mon,Local observance,,United States,CO,Colorado
2023-10-09,Columbus Day,2023,10,9,Mon,National holiday,,United States,,
2023-10-09,Columbus Day,2023,10,9,Mon,Local holiday,,United States,22 states,"Alabama,Arizona,Connecticut,Georgia,Idaho,Illinois,Indiana,Kansas,Massachusetts,Maryland,Minnesota,Missouri,Montana,Nebraska,New Jersey,New York,Ohio,Pennsylvania,Rhode Island,Utah,Virginia,West Virginia"
2023-10-09,Columbus Day,2023,10,9,Mon,Local holiday,,United States,TN,Tennessee
2023-10-09,Fraternal Day,2023,10,9,Mon,Local holiday,,United States,AL,Alabama
2023-10-09,Yorktown Victory Day,2023,10,9,Mon,Local holiday,,United States,VA,Virginia
2023-10-09,Discoverers’ Day,2023,10,9,Mon,Local holiday,,United States,HI,Hawaii
2023-10-09,Native American Day,2023,10,9,Mon,Local holiday,,United States,SD,South Dakota
2023-10-09,Native American Day,2023,10,9,Mon,Local holiday,,United States,OK,Oklahoma
2023-10-09,"Indigenous People's Day",2023,10,9,Mon,Local holiday,,United States,28 states,"Alaska,Arizona,Colorado,Iowa,Indiana,Kansas,Kentucky,Massachusetts,Maryland,Montana,Nevada,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin"
2023-10-09,"Indigenous People's Day",2023,10,9,Mon,Local holiday,,United States,"DC, ME, NE, NM","District of Columbia,Maine,Nebraska,New Mexico"
2023-10-09,"Indigenous People's Day",2023,10,9,Mon,Local holiday,,United States,"MI, MN","Michigan,Minnesota"
2023-10-09,American Indian Heritage Day,2023,10,9,Mon,Local holiday,,United States,AL,Alabama
2023-10-10,World Mental Health Day,2023,10,10,Tue,United Nations observance,,United States,,
2023-10-11,International Day for Natural Disaster Reduction,2023,10,11,Wed,United Nations observance,,United States,,
2023-10-11,International Day of the Girl Child,2023,10,11,Wed,United Nations observance,,United States,,
2023-10-11,Casimir Pulaski Day,2023,10,11,Wed,Local observance,,United States,RI,Rhode Island
2023-10-11,Casimir Pulaski Day,2023,10,11,Wed,Local observance,,United States,MI,Michigan
2023-10-11,Casimir Pulaski Day,2023,10,11,Wed,Local observance,,United States,MI,Michigan
2023-10-11,Anniversary of Death of General Pulaski,2023,10,11,Wed,Local observance,,United States,MA,Massachusetts
2023-10-12,World Spanish Language Day,2023,10,12,Thu,United Nations observance,,United States,,
2023-10-12,World Sight Day,2023,10,12,Thu,Worldwide observance,,United States,,
2023-10-13,Friday the 13th,2023,10,13,Fri,Worldwide observance,,United States,,
2023-10-13,Navy Birthday,2023,10,13,Fri,Observance,,United States,,
2023-10-14,"Robert E. Lee's Birthday",2023,10,14,Sat,Local observance,,United States,AR,Arkansas
2023-10-15,Navratri,2023,10,15,Sun,Hinduism,,United States,,
2023-10-15,International Day of Rural Women,2023,10,15,Sun,United Nations observance,,United States,,
2023-10-15,White Cane Safety Day,2023,10,15,Sun,Observance,,United States,,
2023-10-16,World Food Day,2023,10,16,Mon,United Nations observance,,United States,,
2023-10-16,"Boss's Day",2023,10,16,Mon,Observance,,United States,,
2023-10-17,International Day for the Eradication of Poverty,2023,10,17,Tue,United Nations observance,,United States,,
2023-10-18,Alaska Day,2023,10,18,Wed,Local holiday,,United States,AK,Alaska
2023-10-21,Sweetest Day,2023,10,21,Sat,Observance,,United States,13 states,"Illinois,Indiana,Kentucky,Michigan,Missouri,North Dakota,Ohio,South Dakota,Wisconsin,West Virginia,Washington,New York,Pennsylvania"
2023-10-23,Dussehra,2023,10,23,Mon,Hinduism,,United States,,
2023-10-24,United Nations Day,2023,10,24,Tue,United Nations observance,,United States,,
2023-10-24,World Development Information Day,2023,10,24,Tue,United Nations observance,,United States,,
2023-10-27,World Day for Audiovisual Heritage,2023,10,27,Fri,United Nations observance,,United States,,
2023-10-27,Nevada Day,2023,10,27,Fri,Local holiday,,United States,NV,Nevada
2023-10-29,World Stroke Day,2023,10,29,Sun,Worldwide observance,,United States,,
2023-10-31,World Cities Day,2023,10,31,Tue,United Nations observance,,United States,,
2023-10-31,Halloween,2023,10,31,Tue,Observance,,United States,,
2023-11-01,"All Saints' Day",2023,11,1,Wed,Christian,,United States,,
2023-11-01,World Vegan Day,2023,11,1,Wed,Worldwide observance,,United States,,
2023-11-01,First Day of Native American Heritage Month,2023,11,1,Wed,Observance,,United States,,
2023-11-02,"All Souls' Day",2023,11,2,Thu,Christian,,United States,,
2023-11-02,International Day to End Impunity for Crimes against Journalists,2023,11,2,Thu,United Nations observance,,United States,,
2023-11-05,World Tsunami Awareness Day,2023,11,5,Sun,United Nations observance,,United States,,
2023-11-05,New York City Marathon,2023,11,5,Sun,Sporting event,,United States,,
2023-11-05,Daylight Saving Time ends,2023,11,5,Sun,Clock change/Daylight Saving Time,,United States,,
2023-11-06,International Day for Preventing the Exploitation of the Environment in War and Armed Conflict,2023,11,6,Mon,United Nations observance,,United States,,
2023-11-07,Election Day,2023,11,7,Tue,Observance,,United States,,
2023-11-07,Election Day,2023,11,7,Tue,Local holiday,,United States,VA,Virginia
2023-11-07,Election Day,2023,11,7,Tue,Local holiday,,United States,NJ,New Jersey
2023-11-10,World Science Day for Peace and Development,2023,11,10,Fri,United Nations observance,,United States,,
2023-11-10,Marine Corps Birthday,2023,11,10,Fri,Observance,,United States,,
2023-11-10,Veterans Day,2023,11,10,Fri,National holiday,1,United States,,
2023-11-10,Veterans Day,2023,11,10,Fri,Local holiday,1,United States,"All except MA, MS, NY, RI, TX, WI, WY","Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Maine,Michigan,Minnesota,Missouri,Montana,Nebraska,Nevada,New Jersey,New Hampshire,New Mexico,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,South Dakota,Tennessee,Utah,Vermont,Virginia,Washington,West Virginia"
2023-11-11,Veterans Day,2023,11,11,Sat,National holiday,,United States,,
2023-11-11,Veterans Day,2023,11,11,Sat,Local holiday,,United States,"All except MA, MS, NY, RI, TX, WI, WY","Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Maine,Michigan,Minnesota,Missouri,Montana,Nebraska,Nevada,New Jersey,New Hampshire,New Mexico,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,South Dakota,Tennessee,Utah,Vermont,Virginia,Washington,West Virginia"
2023-11-11,Veterans Day,2023,11,11,Sat,Local holiday,,United States,"MS, NY, WI","Mississippi,New York,Wisconsin"
2023-11-11,"Veterans' Day/Armistice Day",2023,11,11,Sat,Local holiday,,United States,TX,Texas
2023-11-11,"Veterans' Day/Armistice Day",2023,11,11,Sat,Local holiday,,United States,RI,Rhode Island
2023-11-11,"Veterans' Day/Armistice Day",2023,11,11,Sat,Local holiday,,United States,MS,Mississippi
2023-11-12,Diwali/Deepavali,2023,11,12,Sun,Hinduism,,United States,,
2023-11-12,World Pneumonia Day,2023,11,12,Sun,Worldwide observance,,United States,,
2023-11-13,Barack Obama Day,2023,11,13,Mon,Local observance,,United States,AL (community),Alabama
2023-11-13,"Veterans' Day/Armistice Day",2023,11,13,Mon,Local holiday,1,United States,RI,Rhode Island
2023-11-14,World Diabetes Day,2023,11,14,Tue,United Nations observance,,United States,,
2023-11-16,International Day for Tolerance,2023,11,16,Thu,United Nations observance,,United States,,
2023-11-16,World Philosophy Day,2023,11,16,Thu,United Nations observance,,United States,,
2023-11-17,World Prematurity Day,2023,11,17,Fri,Worldwide observance,,United States,,
2023-11-19,World Day of Remembrance for Road Traffic Victims,2023,11,19,Sun,United Nations observance,,United States,,
2023-11-19,World Toilet Day,2023,11,19,Sun,United Nations observance,,United States,,
2023-11-19,"International Men's Day",2023,11,19,Sun,Worldwide observance,,United States,,
2023-11-19,George Rogers Clark Day,2023,11,19,Sun,Local observance,,United States,OH,Ohio
2023-11-20,"Universal Children's Day",2023,11,20,Mon,United Nations observance,,United States,,
2023-11-20,Africa Industrialization Day,2023,11,20,Mon,United Nations observance,,United States,,
2023-11-21,World Television Day,2023,11,21,Tue,United Nations observance,,United States,,
2023-11-23,Thanksgiving Day,2023,11,23,Thu,National holiday,,United States,,
2023-11-23,Thanksgiving Day,2023,11,23,Thu,Local holiday,,United States,,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Massachusetts,Maine,Maryland,Michigan,Minnesota,Missouri,Mississippi,Montana,Nebraska,New Hampshire,Nevada,New Jersey,New Mexico,North Carolina,New York,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wyoming,Wisconsin"
2023-11-24,State Holiday,2023,11,24,Fri,Local holiday,,United States,GA,Georgia
2023-11-24,"Presidents' Day",2023,11,24,Fri,Local holiday,,United States,NM,New Mexico
2023-11-24,"Lincoln's Birthday/Lincoln's Day",2023,11,24,Fri,Local holiday,,United States,IN,Indiana
2023-11-24,Day After Thanksgiving,2023,11,24,Fri,Local holiday,,United States,WV,West Virginia
2023-11-24,Day After Thanksgiving,2023,11,24,Fri,Local holiday,,United States,19 states,"California,Delaware,Florida,Illinois,Iowa,Kansas,Kentucky,Maine,Michigan,Minnesota,North Carolina,Nebraska,New Hampshire,Oklahoma,Pennsylvania,South Carolina,Tennessee,Texas,Virginia"
2023-11-24,Family Day,2023,11,24,Fri,Local holiday,,United States,NV,Nevada
2023-11-24,Acadian Day,2023,11,24,Fri,Local holiday,,United States,LA,Louisiana
2023-11-24,Black Friday,2023,11,24,Fri,Observance,,United States,,
2023-11-24,American Indian Heritage Day,2023,11,24,Fri,Local holiday,,United States,MD,Maryland
2023-11-24,Native American Heritage Day,2023,11,24,Fri,Local holiday,,United States,WA,Washington
2023-11-24,Native American Heritage Day,2023,11,24,Fri,Observance,,United States,,
2023-11-25,International Day for the Elimination of Violence against Women,2023,11,25,Sat,United Nations observance,,United States,,
2023-11-27,Cyber Monday,2023,11,27,Mon,Observance,,United States,,
2023-11-28,Giving Tuesday,2023,11,28,Tue,Observance,,United States,,
2023-11-29,International Day of Solidarity with the Palestinian People,2023,11,29,Wed,United Nations observance,,United States,,
2023-11-29,"Nellie Tayloe Ross's Birthday",2023,11,29,Wed,Local observance,,United States,WY,Wyoming
2023-11-30,Day of Remembrance for all Victims of Chemical Warfare,2023,11,30,Thu,United Nations observance,,United States,,
2023-12-01,World AIDS Day,2023,12,1,Fri,United Nations observance,,United States,,
2023-12-01,Rosa Parks Day,2023,12,1,Fri,Local observance,,United States,OH,Ohio
2023-12-01,Rosa Parks Day,2023,12,1,Fri,Local holiday,,United States,AL,Alabama
2023-12-02,International Day for the Abolition of Slavery,2023,12,2,Sat,United Nations observance,,United States,,
2023-12-03,First Sunday of Advent,2023,12,3,Sun,Christian,,United States,,
2023-12-03,International Day of Persons with Disabilities,2023,12,3,Sun,United Nations observance,,United States,,
2023-12-04,International Day of Banks,2023,12,4,Mon,United Nations observance,,United States,,
2023-12-05,International Volunteer Day for Economic and Social Development,2023,12,5,Tue,United Nations observance,,United States,,
2023-12-05,World Soil Day,2023,12,5,Tue,United Nations observance,,United States,,
2023-12-06,St Nicholas Day,2023,12,6,Wed,Observance,,United States,,
2023-12-07,International Civil Aviation Day,2023,12,7,Thu,United Nations observance,,United States,,
2023-12-07,Pearl Harbor Remembrance Day,2023,12,7,Thu,Local observance,,United States,AK,Alaska
2023-12-07,Pearl Harbor Remembrance Day,2023,12,7,Thu,Observance,,United States,,
2023-12-07,Pearl Harbor Remembrance Day,2023,12,7,Thu,Local observance,,United States,WY,Wyoming
2023-12-07,Delaware Day,2023,12,7,Thu,Local observance,,United States,DE,Delaware
2023-12-08,Feast of the Immaculate Conception,2023,12,8,Fri,Christian,,United States,,
2023-12-08,Chanukah/Hanukkah (first day),2023,12,8,Fri,Hebrew,,United States,,
2023-12-09,International Anti-Corruption Day,2023,12,9,Sat,United Nations observance,,United States,,
2023-12-09,World Genocide Commemoration Day,2023,12,9,Sat,United Nations observance,,United States,,
2023-12-10,Human Rights Day,2023,12,10,Sun,United Nations observance,,United States,,
2023-12-10,Wyoming Day,2023,12,10,Sun,Local observance,,United States,WY,Wyoming
2023-12-11,International Mountain Day,2023,12,11,Mon,United Nations observance,,United States,,
2023-12-12,International Day of Neutrality,2023,12,12,Tue,United Nations observance,,United States,,
2023-12-12,International Universal Health Coverage Day,2023,12,12,Tue,United Nations observance,,United States,,
2023-12-12,Feast of Our Lady of Guadalupe,2023,12,12,Tue,Christian,,United States,,
2023-12-13,National Guard Birthday,2023,12,13,Wed,Observance,,United States,,
2023-12-15,Last Day of Chanukah,2023,12,15,Fri,Hebrew,,United States,,
2023-12-15,Bill of Rights Day,2023,12,15,Fri,Observance,,United States,,
2023-12-17,Pan American Aviation Day,2023,12,17,Sun,Observance,,United States,,
2023-12-17,Wright Brothers Day,2023,12,17,Sun,Observance,,United States,,
2023-12-18,International Migrants Day,2023,12,18,Mon,United Nations observance,,United States,,
2023-12-18,Arabic Language Day,2023,12,18,Mon,United Nations observance,,United States,,
2023-12-20,International Human Solidarity Day,2023,12,20,Wed,United Nations observance,,United States,,
2023-12-22,"Asarah B'Tevet",2023,12,22,Fri,Hebrew,,United States,,
2023-12-22,December Solstice,2023,12,21,Fri,Season,,United States,,
2023-12-24,Christmas Eve,2023,12,24,Sun,Local holiday,,United States,AR,Arkansas
2023-12-24,Christmas Eve,2023,12,24,Sun,Local holiday,,United States,"MI, KS (partly), NC, ND, OK, SC, TX, WI, VA (partly), KY","Michigan,Kansas,North Carolina,North Dakota,Oklahoma,South Carolina,Texas,Wisconsin,Virginia,Kentucky"
2023-12-24,Christmas Eve,2023,12,24,Sun,"Observance,Christian",,United States,,
2023-12-25,Christmas Day,2023,12,25,Mon,"Local holiday,Christian",,United States,"CA, MA, MS, NY","California,Massachusetts,Mississippi,New York"
2023-12-25,Christmas Day,2023,12,25,Mon,"Local holiday,Christian",,United States,TX,Texas
2023-12-25,Christmas Day,2023,12,25,Mon,"National holiday,Christian",,United States,,
2023-12-25,Christmas Day,2023,12,25,Mon,"Local holiday,Christian",,United States,RI,Rhode Island
2023-12-25,Christmas Day,2023,12,25,Mon,"Local holiday,Christian",,United States,"All except CA, MA, MS, NY, RI, TX","Alaska,Alabama,Arkansas,Arizona,Colorado,Connecticut,Delaware,District of Columbia,Florida,Hawaii,Idaho,Illinois,Georgia,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Michigan,Minnesota,Missouri,Montana,Nevada,Nebraska,New Hampshire,New Jersey,New Mexico,North Dakota,Ohio,Oregon,Pennsylvania,South Carolina,South Dakota,Tennessee,Utah,Virginia,Vermont,Washington,West Virginia,Wisconsin,Wyoming,North Carolina,Oklahoma"
2023-12-25,Christmas Eve,2023,12,25,Mon,Local holiday,1,United States,AR,Arkansas
2023-12-25,Christmas Eve,2023,12,25,Mon,Local holiday,1,United States,"MI, KS (partly), NC, ND, OK, SC, TX, WI, VA (partly), KY","Michigan,Kansas,North Carolina,North Dakota,Oklahoma,South Carolina,Texas,Wisconsin,Virginia,Kentucky"
2023-12-26,Kwanzaa (first day),2023,12,26,Tue,Observance,,United States,,
2023-12-26,Day After Christmas Day,2023,12,26,Tue,Local holiday,,United States,TX,Texas
2023-12-26,Day After Christmas Day,2023,12,26,Tue,Local holiday,,United States,"KS, NC, SC","Kansas,North Carolina,South Carolina"
2023-12-27,International Day of Epidemic Preparedness,2023,12,27,Wed,United Nations observance,,United States,,
2023-12-31,"New Year's Eve",2023,12,31,Sun,Observance,,United States,,
2023-12-31,"New Year's Eve",2023,12,31,Sun,Local holiday,,United States,"WI, LA, MI","Wisconsin,Louisiana,Michigan"
